,Date,User,Tweet
1062,2022-10-04 06:45:57+00:00,leptograph,Kenya lifts ban on GMO in Cabinet meeting chaired by President Ruto | Pulselive Kenya.  https://t.co/KW0saPZbJf
1063,2022-10-04 06:45:47+00:00,Hans_Tallboy,"Kenyan farmers and consumers do not need those GMO whatever. We have seed varieties that are disease and pest tolerant. 
The state should invest in employing more extension officers &amp; teach farmers at the sub-county on good agricultural practices."
1064,2022-10-04 06:44:22+00:00,ThukuKariuki,Can we have a sober GMO debate. Where are we at?
1065,2022-10-04 06:43:19+00:00,LyobaSteve,@AndrewMusembi8 GMO rapes Africa off it’s virginity.
1066,2022-10-04 06:42:29+00:00,Emmanue20373242,GMO mait be dangerous to human......
1067,2022-10-04 06:41:34+00:00,TheKimutai,Wakenya wanakata GMO yey they eat KFC fries
1068,2022-10-04 06:40:45+00:00,kameme101,Woni waku wĩgiĩ ũkũria na ũhũthĩri wa irio cia GMO? #TalkToKameme https://t.co/zPUUyBMpbQ
1069,2022-10-04 06:38:12+00:00,simeonominde,"Our government that is led by two christians have recently lifted a ban that was put in place during the reign of Kibaki against Genetically Modified Organisms.
The cabinet opined that after thoughts &amp; prayers, Kenyans need to be fed GMO products to help fight drought."
1070,2022-10-04 06:37:47+00:00,FredSasia,"@BenjiNdolo I have a problem with the current regime. They are quick to undo the past without having proper processes. Chinese will dump all manner of gmo gabbage here, some for trial &amp; for businesses purposes"
1071,2022-10-04 06:37:45+00:00,Freddienjau,"Should we be accepting GMO just like that? What about public participation? This article by John Mbaria sheds some light @HBSNairobi 
https://t.co/fOSul4D4yW"
1072,2022-10-04 06:37:43+00:00,AaronMutai5,"@Propesaa But don’t put us on GMO boss.We are sorry,on that we beg to differ.Unless today the president sets straight that which is explained in that newspaper."
1073,2022-10-04 06:36:06+00:00,ThumiKabuba,"@WilliamsRuto @OleItumbi @JerotichSeii @OkiyaOmtatah @wmnjoya @IEAKwame
 The GoK have not persuaded the people ...why GMO. We need better farming practices, not GMO. #RESISTGMO"
1074,2022-10-04 06:34:23+00:00,Azuh_Ruzuh,"On GMO, climate justice, Food and World hunger particularly in third world countries,  Vandana Shiva's books, speeches and articles are resourceful resources. A country like Kenya isn't having food shortage cos it can't produce enough. The food shortage is largely cos we are not"
1075,2022-10-04 06:33:50+00:00,ThumiKabuba,"@WilliamsRuto @OleItumbi @JerotichSeii @OkiyaOmtatah @wmnjoya @IEAKwame The GoK have not persuaded why GMO...we need better farming practices, not GMO. #RESISTGMO"
1076,2022-10-04 06:33:38+00:00,WaruiJohn2,Gafamemt imesema tunaenda the GMO way kufight njaa....sasa ni time ya wanaume kumea matacore piaa...hiizo food hunoneshaa weuh
1077,2022-10-04 06:33:29+00:00,donsabwa,"#TheSituationRoom @ctmuga @EricLatiff @nduokoh The death of nature is via GMO , the creation of cancer in the world is via GMO..via GMO next we shall be taking about a Jesus"
1078,2022-10-04 06:30:56+00:00,NicholasNjeruI2,"@RobertAlai Between GMO and dying of hunger, which would you choose? People are dying of hunger."
1079,2022-10-04 06:30:04+00:00,catherine_amayi,An important thread on why lifting the GMO ban is a dangerous and predatory idea. https://t.co/rrjDewYgNG
1080,2022-10-04 06:30:01+00:00,AndrewMusembi8,"@daniel_blessman I agree. Don't get me wrong, I'm a GMO advocate, they're key to food security as you've said, the high yields are a boon to the global population. We need GMOs. Was just pointing out an issue that's been highlighted by the scientific community that can be addressed."
1081,2022-10-04 06:29:57+00:00,amimonation,Hii story ya GMO haileti shangwe
1082,2022-10-04 06:29:28+00:00,Frenchfiona_I,"So many blind spots on GMO.
We don't have to go the GMO way. @WilliamsRuto https://t.co/FWTycocRsP"
1083,2022-10-04 06:28:55+00:00,mwaurq,Beth Mugo said that studies on the impact of GMO food remained inconclusive so the Kibaki administration decided to shelve it. That was a wise decision. What new evidence does the Hustler govt have that GMOs are okay? Why hasn't the Hustler govt shared that study with us? 🤔
1084,2022-10-04 06:28:45+00:00,integritykenya,@CDA_KE plus the mess to the economy as we shall become net importers of the seeds and chemicals needed to sustain gmo farming! Ask yourself who ultimately benefits?? https://t.co/lTMyEE6rp0
1085,2022-10-04 06:28:36+00:00,KaroneyKibichie,"@RobertAlai There are a lot of misconception about GMO,many people don't understand its pros and cons,women contraceptives cause more harm but,everyone seems to be okay with it,look at Sophia from China?its time to stop burying our heads in sand."
1086,2022-10-04 06:25:58+00:00,manuellssaf,"@ntvkenya @MarkMasai This is evidently how our education system has been diluted. Lately,we are producing book crammers instead of intelligent and competent graduands. 

I am utterly perplexed how a Prof. can confidently if not payed to, say that GMO's can solve cancer."
1087,2022-10-04 06:25:43+00:00,EllahAbigail,@WilliamsRuto GMO is not the way to go. We cannot solve a crisis now by an unclear method that might bring avoidable problems in the future.
1088,2022-10-04 06:25:10+00:00,HerbertKinyua1,"GMO foods are bad for our health! President Ruto should not approve the importation of such, our future will have more cancer sickness and that's not good."
1089,2022-10-04 06:24:47+00:00,ndusa6,"@ronnie_ngai @wanjunia @ReubenKigame certainly there is no need for an atomic bom to bring life on earth to an end, pesticides,herbicides,GMO,sex, drugs etc are the humans best option to a gradual painless distinction."
1090,2022-10-04 06:23:43+00:00,integritykenya,@citizentvkenya @TrevorOmbija very true! we need more bold people like her coming out. GMO is a NO for me. https://t.co/lTMyEEnur0
1091,2022-10-04 06:22:06+00:00,NicholasNjeruI2,"@ondeng_moses @Belive_Kinuthia Let them mark them for us too. Between GMO and dying of hunger, I choose GMO."
1092,2022-10-04 06:19:30+00:00,BookerBiro,"@dkibaki @WilliamsRuto It’s either someone is making a big cut from these multinationals, Mr. Ruto was a firm anti GMO crusader when he was the minister for agriculture, unless it was convenient to do so."
1093,2022-10-04 06:19:21+00:00,giterumusa52,"@ReubenKigame @NahashonKimemia This is just a matter of choice,we in Africa are not so limited,God has blessed our land,and GMO might be sometime be out of reach to many due to economic pleasure"
1094,2022-10-04 06:19:11+00:00,slingboy254,"@NahashonKimemia GMO food will be available for us ....not those lifting the bans .....
Kenyans need to know this .
Seniors import their food stuffs with certified quality ..#ThisisKenyaForYou"
1095,2022-10-04 06:18:30+00:00,NahashonKimemia,We force tobacco companies to display health warnings on cigarette packs. We force soda companies to display calories on their cans or soda bottles. But kuandika 'hii ni GMO food' is where we draw the line. Why?
1096,2022-10-04 06:18:25+00:00,MukisiraKevin,"GMO ni mbaya
Wanawake wetu hawatazaa
Wanaume wetu hawatatoa
Mbegu zakutosha"
1097,2022-10-04 06:18:22+00:00,donsabwa,#TheSituationRoom #TheSituationRoom @ctmuga @EricLatiff @nduokoh GMO is a biological weapon... Ruto again amefanya ile kitu... He is now dictating Kenyans food.... when did we have public participation on this biological weapon...??
1098,2022-10-04 06:18:01+00:00,integritykenya,"@tonyjazz73 @SokoAnalyst Going GMO is the shortcut! Why not invest in better long term solutions like building water dams, digging boreholes, training on reforestation and better organic farming methods, training on re-greening desserts and promote LOCAL production? Must we import everything??"
1099,2022-10-04 06:17:56+00:00,WanjiruMathenge,"Pardon my ignorance but... 

1. When was the Taskforce to review the country's position on GMO foods constituted?

2. Where is a copy of their report and its' recommendations?

@Kilimo @ntvkenya @johnallannamu @NerimaW"
1100,2022-10-04 06:17:24+00:00,titusnjonjo,"Hello @DrAhmedKalebi , What are your sentiments on G.O.K lifting the ban on the cultivation of GMO?"
1101,2022-10-04 06:16:40+00:00,hussein_muhidin,We know the intention was to divert attention from GMO issue. Muhoozi https://t.co/T6QM6vWyQP
1102,2022-10-04 06:16:29+00:00,Ninah_limo,What's your take on the government's decision to allow the importation of GMO crops?
1103,2022-10-04 06:15:26+00:00,donsabwa,#TheSituationRoom #TheSituationRoom @ctmuga @EricLatiff @nduokoh Do you know that all implicated nominated CS  cases has been dropped... why is Ruto  abusing the CS he held in contempt?? When was public participation on GMO...?? Is Ruto usurping power of the people
1104,2022-10-04 06:14:24+00:00,BillyMijungu,Says a person Consumibg GMO's in Canada @MigunaMiguna https://t.co/DEKYXhtqVX
1105,2022-10-04 06:14:23+00:00,NahashonKimemia,"Hadi saa hii hakuna mtu ata moja ameshare a scientific document showing GMO food is safe. Hadi saa hii hakuna mtu ameshare a peer-reviewed document showing GMO food alleviated food poverty in a 3rd world country. Ni kama Kenya will be the testing ground for GMOs, sisi ni lab rats"
1106,2022-10-04 06:13:41+00:00,atambafelix,"GMO is not healthy,  say No. It doesn't promote food sovereignty.  Don't be lured to the trick. You'll depended on the multinational companies for supply of seeds! I don't promote the take by the president @WilliamsRuto https://t.co/j5S5fxII9G"
1107,2022-10-04 06:12:59+00:00,Carol_Makandi,"@matekwa_elroy @MartinWerunga2 @ReubenKigame In those countries, they have GMO labeling so that their citizens can make informed decisions when shopping. In Kenya there's none. 

Furthermore, expect products from unscrupulous companies like Monsanto, to flood the Kenyan market. #ifyouknowyouknow 😏. https://t.co/xN6Q7jw6eD"
1108,2022-10-04 06:12:23+00:00,Profmutisya,"GMO farming is the way to go. No significant harm to our bodies or environment. Those complaining want Kenyans to continue dying from hunger.

This was long overdue @WilliamsRuto"
1109,2022-10-04 06:11:50+00:00,AlexMwaks,Mambo ni ya mungu hapa! Kuleni GMO magonjwa ikikuja mtamwagiwa salad huko statehouse.
1110,2022-10-04 06:11:17+00:00,AbdulKRamadhan,"You do not even seem to know what exactly the journals say is wrong with GMO.
You see, the only fear people have is mutation of genetic materials in human cells causing cancer, but it is based on possibilities not actual scientific data. I elect to side with ending hunger. https://t.co/oY0PwttAGq"
1111,2022-10-04 06:08:54+00:00,mukotke,@Ma3Route @NathansDavids GMO
1112,2022-10-04 06:06:49+00:00,KibisuAllan,"We need to discuss effects of GMO on our environment,our bodies and the future generation#Joseph Kony#Kenyans#Khaemba"
1113,2022-10-04 06:05:58+00:00,albertoduol,"@MartinWerunga2 @ReubenKigame The problem is GMO cross pollination can destroy/depleted original seed then we are forever dependent on importing patented seed which leads to colonisation of seed, money and energy forever."
1114,2022-10-04 06:05:46+00:00,DonQhalifah,Kenyans should focus on these GMO  topics but we've been programmed to talk about M7's drunkard son by design. Ban lifted on GMO should trend.
1115,2022-10-04 06:05:34+00:00,pmwangimaina,@NationAfrica It probably has GMO products in it.
1116,2022-10-04 06:05:25+00:00,AvutahVutah,"""Government Revokes Ban on GMO Crops in a Bid to Address Current Food Shortage""
Hustler's government is overworking,someone need to take a break."
1117,2022-10-04 06:03:39+00:00,mutai_laban,"@Kenyans We as Kenyans in essence have consumed GMO's more than any other country In the world 🌎,for example those 🌽 maize flagged by former presidents on famine stricken area as relief food are from countries which grow GMO's,are they sick or healthy after consumption of those?"
1118,2022-10-04 06:03:06+00:00,BettFeal,"@Carol_Makandi @MartinWerunga2 @ReubenKigame 2008
European Food Safety Authority GMO Panel Working Group on Animal Feeding Trials. “Safety and nutritional assessment of GM plants and derived food and feed: the role of animal feeding trials.,” Food Chem. Toxicol., vol. 46 Suppl 1, pp. S2–70, Mar. 2008"
1119,2022-10-04 06:02:31+00:00,LewisAlbhai,@amerix What's your take on the GMO faze in Kenya
1120,2022-10-04 06:01:28+00:00,jayderrick16,@s_nakhumicha GMO is a big NO
1121,2022-10-04 06:00:50+00:00,Chebon_Esq,How you'll like pizza and kebabs and chicken whatever and at the same time hates GMO is a surprise. So you eat what you hate? We need proper mind sanitation in this country.
1122,2022-10-04 06:00:43+00:00,MacOtani,"Government finally lifts 10-year ban on importation, cultivation of GMO products via @SwalaNyetiKe https://t.co/DmRyBc7oCm"
1123,2022-10-04 05:58:56+00:00,AmbaniAusar,"@VybezRadioKE We are being killed,do people knows the effects of this GMO things?!we've refused to search and research for Truth we are satisfy with the informations fed to us by the devil's who are  fighting to get the blackarace extinct!!"
1124,2022-10-04 05:58:10+00:00,Usher_paul7,The GMO General had a very long weekend. Eh!
1125,2022-10-04 05:57:35+00:00,KCytax,"On my view importation of GMO is okay, ""they say better a devil whom you know than an angel whom you doesn't know"" even with regulations having been placed we have been consuming it. Let's expand our food basket.
#TiktoClockGMA #RiggyG"
1126,2022-10-04 05:57:18+00:00,badidearadio254,"The government has officially lifted the ban on cultivation of genetically modified foods after a 10 year suspension, Is Kenya ready for GMO?Join the discussion on #thebigshow  with your host Suemande via https://t.co/ArQWQO3ayD or download the app on playstore
#badidearadio https://t.co/Q15NhRtOfg"
1127,2022-10-04 05:56:23+00:00,EconewsAfrica,"Via @citizentvkenya 

GMO ban lifted
Are we Safe?
We now prefer GMO to ecological farming?

@SEATINIUGANDA
#EnoughlsEnough https://t.co/vuQPkMIRqh"
1128,2022-10-04 05:56:20+00:00,yas_shift,"GMO
Allergic Reactions. ...
Antibiotic Resistance. ...
Immuno-suppression. ...
Cancer. ...
Loss of Nutrition."
1129,2022-10-04 05:55:44+00:00,Rapendaraps,"Dear Kenyan doctors and pharmacists, with the introduction of GMO foods in our kitchens please remember to stock your stores well as well as expand your wards, you are the greatest winners on this"
1130,2022-10-04 05:53:46+00:00,oliver_kips,@Kenyans GMO in extreme is bad but in supervised state it is a tool for food security. We only need working policies on them.
1131,2022-10-04 05:53:41+00:00,steve2vow,Is the government of Kenya under pressure of USA to lift #Gmo ban? If so I read malice
1132,2022-10-04 05:53:26+00:00,DomB5,@edz_lozano @GMO_Project Tg; dom ning https://t.co/TtaQXMbSW5
1133,2022-10-04 05:52:37+00:00,S_Muragurii,@NahashonKimemia Najua hamjui but mshakula ugali ya GMO.
1134,2022-10-04 05:51:27+00:00,KahiroWadunga,"@phavera @moneyacademyKE I am talking about consumption and health, GMO is not healthy,it is at most hazardous, that is not upto debate."
1135,2022-10-04 05:51:08+00:00,mwalimusituma,@NationAfrica GMO on its will not bring food to your table......you still have to work hard including wipping out cartels and putting inplace proper distribution channels...
1136,2022-10-04 05:51:02+00:00,DomB5,@Missypromotes @GMO_Project Tg: dom ning https://t.co/Imii69y2k1
1137,2022-10-04 05:49:53+00:00,AbdulKRamadhan,"Cancer comes with or without GMO. Food prevention n giving people dignity is top priority. 21st century dying of hunger by locking out science is awkwardness and backwardness 😂😂
Wee mzee sema https://t.co/G37KUbsarf"
1138,2022-10-04 05:49:49+00:00,Kanye_nya,@MigunaMiguna president is still Uhuru Kenyatta. This man is a serial hater. #GMO https://t.co/Z64qq5V67v
1139,2022-10-04 05:49:41+00:00,mbithe_wabeekay,"@MigunaMiguna You are still stuck wit Uhuru ,KK approved GMO ,not unless you were in pluto"
1140,2022-10-04 05:49:19+00:00,Freddie_KE,@WalekhwaEbby @SokoAnalyst We've been having people dying of cancer did they consume GMO ?
1141,2022-10-04 05:47:56+00:00,amerucan_bantu,"While Kenyans are still wrapping their heads around GMO seeds and artificial agro-chemical inputs...Kenyans DO NOT have an understanding of Monsanto and how #BigAgriculture is being weaponized.

BT Maize (Mon 810) is what most of us eat today after silent approval in 2015."
1142,2022-10-04 05:45:21+00:00,PhilaNjoroge,"@ReubenKigame Mules are actually GMO's....

The danger with GMO is the environment akina cross pollination na their natural enemies. I.e. Impact of all donkeys and horses becoming mules"
1143,2022-10-04 05:44:49+00:00,NgigiLee,"@Propesaa from research conducted in 2017; the ban was based on erroneous publication that has since been retracted.. there is no scientific evidence showing GMO has health risks
https://t.co/hYTdZYGPtn"
1144,2022-10-04 05:44:14+00:00,wanjunia,@ronnie_ngai @ReubenKigame Do you understand GMO's in general...
1145,2022-10-04 05:44:05+00:00,samo2beta,"@MikiNjoroge @EricKigada @akams_ These are not GMO seeds. Just the normal potato seeds like Shangi.

Was highlighting the thought process of subsistence farmers. Reusing last year's harvest as seed is a cheap option.

GMO companies see reuse of previous crop as patent infringement.

https://t.co/cmuGJNODz0"
1146,2022-10-04 05:44:05+00:00,kevinasin,"@wmnjoya Kenya is full of ""IVY League"" University graduates who fail to contectualize domestic solutions without paying obeisance to Muzunguz case studies. The GMO idea is baad to the core, and to think that public intellectuals are propping up this as a solution is plainly Sad!"
1147,2022-10-04 05:43:53+00:00,KendrickKE_,"There's a misconception, a very ignorant misconception that is meant to feed of existing ignorance that GMO technically means negative and evil repercussions for the population. 
A very stupid notion. https://t.co/kOEgnaL3UE"
1148,2022-10-04 05:43:48+00:00,OlePundit,watu wako against GMO ni kama hawajaienda KFC
1149,2022-10-04 05:43:28+00:00,MwirigiErastus,"@NahashonKimemia Mzito, sidhani uko na facts on GMO issue, how will cancer increase?"
1150,2022-10-04 05:42:59+00:00,khals254,Hii story ya GMO si not sitting well with Kenyans @WilliamsRuto @rigathi
1151,2022-10-04 05:40:55+00:00,JeffMMbiro,19 out 27 EU member states have either a partial or total ban on GMOs. There are GMO crops that are traded freely within the region with government agencies in charge of regulation. I wonder how well this will be done in KE with our track record?
1152,2022-10-04 05:40:43+00:00,CMgitira,"@HManyora public participation on GMO?🤣🤣🤣or you meant scientists?
you have now metamorphed into a food scientist?"
1153,2022-10-04 05:40:24+00:00,mmnjug,The Cabinet has unlocked billions for firms involved in GMO industry after it approved the farming and importation of biotechnology crops in a major policy shift that seeks to make Kenya food-secure and contain runaway prices. https://t.co/XS4BmrPWrk
1154,2022-10-04 05:40:10+00:00,Freddie_KE,"@ReubenKigame Before we talk about GMO,How many Kenyan's check on what they consume daily,if its free from poisonous substances?"
1155,2022-10-04 05:39:45+00:00,TonyKingv20,"@EMungau @tezira @StateHouseKenya @WilliamsRuto Sorry Tezira you are unable to respond Mungaus' specific concern. So Are we supposed to take your generalized tweet as gospel truth?

My concern is the exclusive dependence it creates on the GMO corporates😱"
1156,2022-10-04 05:39:37+00:00,oliver_kips,@sethistic @SokoAnalyst @mujefu Infact every grain you consume in the market is genetically modified and most animal products are genetically engineered and so we only need policies to prevent extreme use because GMO is with us as it has always been.
1157,2022-10-04 05:39:25+00:00,j2blest,"@OkiyaOmtatah
 
@UDAKenya
 
@WilliamsRuto
 
I am personally a supporter of Mr Ruto. However, I think there is need for great caution when it comes to GMO's with all the fears of cancer and loss of our organic seeds. 
Mr Okiya, kindly go to court and have this stopped immediately."
1158,2022-10-04 05:39:03+00:00,AMMadelle,@atawakal The future is GMO
1159,2022-10-04 05:38:17+00:00,Leakeylugalia,Lifting the GMO ban when the world is moving towards organic farming is ridiculous.
1160,2022-10-04 05:38:08+00:00,monankatha,"WE NEED TO HAVE SOVEREIGN 🇰🇪SEED BANKS ASAP BEFORE THIS GMO PHASE SETS IN FULL!!!

#IAmAFarmer
#supportlocalfarmers"
1161,2022-10-04 05:37:27+00:00,fellytyzo,@wmnjoya I cannot emphasize this enough. This GMO thing is premium tears loading. We need public participation.
1162,2022-10-04 05:37:13+00:00,DoctorReign,We have no substantial evidence to show that GMO causes cancer. We need to unlearn. Will do a myth buster on GMO and MSG! https://t.co/epHOmKcm4R
1163,2022-10-04 05:36:52+00:00,HotmaMutinda,"@BethYA1 @ReubenKigame I have a simple question. Today in some parts of this country, some people are starving and possibly losing their lives. Do we eat GMO and save lives, or people continue dying because of fear of science?"
1164,2022-10-04 05:36:40+00:00,KenyanTraffic,mr bwana asifiwe now wants to  mama mbogas and bodaboda riders using gmo.i told you this guy is dumb af and you said that he's a smart chicken seller. now see. onlý the rich are going to afford organic food. #KenyanTraffic Via @Jasper_Bravo_KE
1165,2022-10-04 05:36:19+00:00,Kanye_nya,Welcome GMO.
1166,2022-10-04 05:34:19+00:00,tamactii_jun,"@MissKwegah1 @moneyacademyKE The west consumes GMO. There's no significant increase in deaths.  With high  food demand in Kenya, what are we supposed to do?Ama you think we're immortal. We'll  eventually die."
1167,2022-10-04 05:33:33+00:00,BookerBiro,"Lifting ban on GMO’s , this will lead to death of local seeds and to put the farmers at the mercy of multinational like Monsantos. Another. GMO’s have other health complications."
1168,2022-10-04 05:31:43+00:00,Mboya_06,"Seedless oranges are the opposite of that. And so are most other seeds we plant today...maize, beans, fruits. The death of seed propagation screams genetic modification to me, and that's my most scary area of GMO."
1169,2022-10-04 05:31:41+00:00,Mboya_06,"On GMOs.

Do you really feel like this is the first time we will be consuming #GMO products. Because I don't . I am always intrigued by people's excitement when they consume 'seedless oranges'. These are mostly touted to be from South Africa."
1170,2022-10-04 05:31:00+00:00,KoderoJannes,@ahmednasirlaw It is better to save us from this GMO government!
1171,2022-10-04 05:30:08+00:00,KoderoJannes,@mkainerugaba It is better! that may save Kenyans from this this GMO government!
1172,2022-10-04 05:29:28+00:00,Slim_chevy,"@ruonnny @moneyacademyKE 😂😂 I really don't think GMO foods are good bana, they might increase abundance, but they're not good for the body long term"
1173,2022-10-04 05:29:07+00:00,jagemkarabet,"@j2blest @ntvkenya @OkiyaOmtatah @UDAKenya @WilliamsRuto We eat GMO everyday from imported stuff, tomatoes pastes, noodles etc. GMO's have been tested for many years. Americans consume GMO and this has not changed their cancer prevalence."
1174,2022-10-04 05:28:52+00:00,EMungau,@tezira @StateHouseKenya @WilliamsRuto 'Calm down' is gaslighting. No one here is hysterical. Biodiversity loss as a result of open air GMO cultivation is not perception. It is something that has already happened which is why some western countries are turning away from it.
1175,2022-10-04 05:28:39+00:00,SonkoNews,"The government on Monday lifted the ban on the  #Cancer #GMO #ProfRichardOduor

https://t.co/6JbREVbgmL"
1176,2022-10-04 05:28:38+00:00,NoahSimiyu,Not seeds since we are planning to get food security by turning to irrigation farming against rain dependent farming to avoid being victims of climate change so that our food production can remain organic. No GMO seeds completely.
1177,2022-10-04 05:28:36+00:00,NoahSimiyu,"I believe lifting the ban on GMOs was meant to save our country in the wake of the current drought and starvation glaring at us, however I think our government could have done that only as first aid. The government could have only lifted the ban on GMO foods"
1178,2022-10-04 05:28:10+00:00,KoderoJannes,@Kenyans Pliz capture Nairobi we are already tired with GMO government!
1179,2022-10-04 05:28:10+00:00,Maisha_KK,Chief hustler ameamua tukule ma GMO
1180,2022-10-04 05:26:35+00:00,HiviPundeKE,MPs clash on President William Ruto's move to lift the ban on GMO products entering the country. https://t.co/CChNQviPVc
1181,2022-10-04 05:24:57+00:00,amerucan_bantu,"I would have Kenyans know that we have been having GMO seeds in a number of value chains like cassava, maize, cotton, brinjals etc.

What is most shocking is 
@BiosafetyKenya shallow 15pg on 'Guidelines for determining regulatory process of Gene Editing techniques in Kenya'. https://t.co/d2WrDkAm9u"
1182,2022-10-04 05:24:52+00:00,genaconcepts15,@elly_likuyani @WilliamsRuto @vicktorbii @BriefScoop @DehMao @rmusumba @theartsinheart @elly_likuyani same sentiments here. A healthy population propels productivity with speed. The health concerns around GMO is a very serious issue. The president should explore food security matters while ensuring that we do not compromise on the health of the population.
1183,2022-10-04 05:22:55+00:00,ChadDigo,"#Ban_on_GMOs_lifted:

Ban on genetically modified crops was lifted by the cabinet. Choosing to permit the #cultivation and #import of GMO crops. The #approach was long overdue, and I applaud this brave cabinet for #embracing scienc…https://t.co/QGyEvJa8EZ https://t.co/SlQdt6Wa2X"
1184,2022-10-04 05:21:56+00:00,SM_foxglove,"@Carol_Makandi @MartinWerunga2 @ReubenKigame Point is, the views on GMOs has changed since then. Also GMO products are still moving freely in those countries - ban only affects the growing of GMO products (from the article you shared)"
1185,2022-10-04 05:21:18+00:00,iRealAyere,Life expectancy had increased minus GMO.
1186,2022-10-04 05:20:05+00:00,oliver_kips,"@SokoAnalyst @mujefu We can't be a food sustainable country without factoring in GMO, every cash crop in Kenya has been genetically modified. I bet you be part of the ecosystem as opposed to being a retail consumer; you will understand the role GMO plays in food security."
1187,2022-10-04 05:19:07+00:00,robertwakhu,"@ReubenKigame Kenya is also your country sir! On this GMO issue, expert opinion was overlooked."
1188,2022-10-04 05:18:38+00:00,chebii_michael,"So with the new GMO order,kienyeji babes imeisha na sisi,I fear for my single brothers,tough times ahead"
1189,2022-10-04 05:17:23+00:00,j2blest,"@OkiyaOmtatah @UDAKenya @WilliamsRuto 
I am personally a supporter of Mr Ruto. However, I think there is need for great caution when it comes to GMO's with all the fears of cancer and loss of our organic seeds. 
Mr Okiya, kindly go to court and have this stopped immediately."
1190,2022-10-04 05:16:05+00:00,jobziko,@D_kirui_K @ReubenKigame GMO seed come from Mosanto. You lose your seeds and the have you by the cojones. Forever!
1191,2022-10-04 05:16:02+00:00,OneJacobKelly,"President William Ruto's decision to Allow GMO Food is a clever strategy to Slowly KILL His HUSTLERS &amp; classify them together with LIVESTOCK

It is Hustlers who are allegedly FOOD INSECURE.

I want to here what @MusaliaMudavadi, @KBonimtetezi, @MigunaMiguna &amp; Churches are saying"
1192,2022-10-04 05:15:57+00:00,nakko_wins,@taegiveaway @GMO_Project https://t.co/bteP70hwXj
1193,2022-10-04 05:15:51+00:00,mbachia1,@NationBreaking On this I agree with the President Ruto and Uhuruto cabinet. In any what is the point of importing what GMO from other countries.
1194,2022-10-04 05:15:49+00:00,nakko_wins,@Magic90_ @GMO_Project https://t.co/Gr0GIQpw2w
1195,2022-10-04 05:15:11+00:00,mugorick,"My friend and big brother, Dr. Karumba Paul Chege has always assured me that there is no danger in consuming GMO crops and he never understood the reason behind the ban."
1196,2022-10-04 05:15:06+00:00,nakko_wins,@GlazeCrypto @GMO_Project https://t.co/MXMt5a2opD
1197,2022-10-04 05:14:42+00:00,nakko_wins,@edz_lozano @GMO_Project https://t.co/m3egPiufg0
1198,2022-10-04 05:14:39+00:00,labanoluoch,@ReubenKigame Much as I may not like GMO but again we have kuku na mayai za grade. So we'll have to accommodate GMO and be forced to see the benefits of it.
1199,2022-10-04 05:14:35+00:00,nakko_wins,@Missypromotes @GMO_Project https://t.co/MV0f49glII
1200,2022-10-04 05:14:27+00:00,fellytyzo,"In all honesty, ask yourselves, why is organic food more expensive in the US than GMOs? Let us not fall for this GMO thing. We can actually improve our farming practices."
1201,2022-10-04 05:14:21+00:00,RiazGilani,@atawakal All it takes is wind blown cross-pollination from a nearby GMO farm to cause problems.
1202,2022-10-04 05:14:11+00:00,jobziko,@ReubenKigame Ponda ugali kufa kwaja. Zoea GMO! https://t.co/2jZB89VW0q
1203,2022-10-04 05:13:33+00:00,LVZNB,@MutahiNgunyi Make em Guinea pigs n feed them GMO's !
1204,2022-10-04 05:12:49+00:00,FoodZimbabwe,Ruto unlocks GMO billions as Kenya okays biotech foods https://t.co/mOTA2xjxSp via @BD_Africa
1205,2022-10-04 05:11:26+00:00,KenMuokatene,@Belive_Kinuthia Cancer was there before GMO my brother.
1206,2022-10-04 05:10:38+00:00,WuodOnyimbo,"Top in Business today:

◾State fully acquires Telkom Kenya in a KES 6.09B deal
◾ Relief to motorists as petroleum products are exempted from inflation adjustment tax 
◾The government approves farming of GMO in a major policy shift"
1207,2022-10-04 05:10:27+00:00,antokinyua,@SamuelWangatia @ronnie_ngai @MKC34RC @ReubenKigame So only GMO can solve the hunger problems?
1208,2022-10-04 05:09:43+00:00,Cyrus38952434,@WilliamsMkenya Mr president. GMO is not a good idea. Consult with Beth Mugo on reason behind its barn. Unless you want kenyans to spend 50% of GDP on cancer treatments....in 10yrs time.
1209,2022-10-04 05:08:57+00:00,MARKGITAU12,@Enock_mutegii If the GMO food come to Kenya don't buy it...It is that simple
1210,2022-10-04 05:08:53+00:00,KBCChannel1,"People and Politics: @Victoroloo engages political analyst Dr. Joseph Rotich and lawyer Gilbert Awino on the lifting of the ban on GMO and what to expect from Parliament as sittings begin.

#ThisIsKBC ^SM https://t.co/K9VnaRNY3x"
1211,2022-10-04 05:08:05+00:00,LastBor55352594,"Hello @amerix , good morning.
Am sure you have sth to comment on the just lifted ban on GMO."
1212,2022-10-04 05:07:46+00:00,mogoa_john,@ReubenKigame Thanks a lot because you and your  children can afford to buy non GMO food what about others who are starving
1213,2022-10-04 05:07:15+00:00,rodneymusalia,The agricultural sector is almost specifically sugar and maize is as good as dead in Kenya and it has been so for a while now-nothing to do with GMO. https://t.co/AgWD63s522
1214,2022-10-04 05:06:29+00:00,SM_foxglove,@ReubenKigame It’s ironic that the countries that ‘banned’ GMO crops still import large amounts of GMO ingredients. The countries that are anti-GMO also feed their animals GMO feed. https://t.co/0lC6XHMHLf
